 t [day]	Mdot [M_\odot yr^-1]
16.23730875848895	0.005131721011285431
18.373795950232537	0.018729951683395595
19.79812074472826	0.035342689972676346
21.649742977572703	0.06872492753744398
24.03548700835304	0.13413099179305307
26.49244727885817	0.22650220859021797
28.71795477025773	0.3252090791541956
30.979070381519694	0.43030213450862
32.9909291537449	0.520562660518659
35.216436645144476	0.6114311629800587
38.741640511521396	0.7287315793666689
41.020560182714554	0.7827264196887819
41.76833069982481	0.7958519236424573
45.57839952510087	0.8211765731736255
45.75644012441283	0.8205979493370776
48.30242069457395	0.7967178131868924
51.32911088287736	0.7392105068072974
54.69407820987351	0.6574419954566151
55.263808127671794	0.6430424610216018
56.75934916217717	0.6054421577291412
58.64657951516888	0.5593275240855067
60.42698550828853	0.5179997760174352
62.438844280513734	0.4743888981867511
64.1480340339086	0.4400809753161457
66.14208874620262	0.4032347768066274
67.78006225987271	0.3754387457830933
69.72070479237313	0.34522281530596294
71.59013108514877	0.3187066049480567
73.67320609709876	0.2919015100395726
75.41800397035603	0.2714779954644095
77.99959266037952	0.2443046415837396
79.77999865349919	0.22746891527105995
81.98770208496757	0.2085153697397889
85.70875061058764	0.1807754138426507
86.88381856604661	0.17298153162596283
88.59300831944148	0.1623804652302164
90.30219807283635	0.15258335561610828
91.86895534678165	0.14424968892901924
93.54253698031411	0.13597486531718833
95.60780793233292	0.12657801460300738
98.56328188091155	0.11452735762853702
100.8422015521047	0.10622741962875597
102.48017506577479	0.10073713973833111
105.11517593559188	0.09265362854313618
106.61071696981239	0.0884395226844282
108.24869048348248	0.0841069611562933
110.45639391495084	0.07869727105705768
112.8065298258688	0.07343060095673555
116.36734181210811	0.06630379746236385
116.50977429155768	0.06603819553373325
119.07355892164999	0.0614902768488535
121.49491107229272	0.0575707257448236
123.34653330513717	0.0547960679923959
125.41180425715598	0.051908896231770876
127.69072392834913	0.04895566979778085
130.18329231871664	0.0459794146684424
132.74707694880894	0.04316806657678975
134.88356414055255	0.041000765578098376
137.02005133229613	0.03897897282965911
139.29897100348927	0.03696945426353167
141.57789067468244	0.0350990453081675
144.71140522257303	0.03273306190158613
145.85086505816963	0.031927074305790885
148.12978472936277	0.030395243431560765
150.69356935945507	0.02879064288501303
152.40275911284996	0.02778538743724965
155.53627366074053	0.026065051155560258
158.10005829083286	0.02476571199994561
159.80924804422773	0.023949116573570423
162.08816771542087	0.02291762579286948
163.51249250991663	0.02230422799485971
166.21870961945845	0.02120050400029761
168.78249424955078	0.02022420859168203
170.06438656459693	0.01975961579127314
174.05249598918496	0.01840660259891798
180.31952508496613	0.01653120594938706
186.3016892218482	0.014983522570814267
193.13844823542766	0.013455020964358945
200.54493716680545	0.01203796563822191
208.5211560159815	0.010738775377985644
217.63683470075412	0.009486662984516628
226.75251338552678	0.008433956670561118
235.86819207029936	0.007541485235576874
247.26279042626518	0.00660586454720661
260.93630845342415	0.005689653108840024
276.8887461517762	0.004836368669982983
297.3990231925147	0.003987818574924752
321.3276797400428	0.0032459966136710867
350.9536354655539	0.0025763466264832964
389.69526987583765	0.0019665221638696913
437.552582970894	0.0014651444600780725
503.6412534354956	0.0010300568830630098
603.913718965146	0.0006577197844244756
780.5299934797672	0.0003517617263746458
